,filename,filepath,breed,extension,cat_or_dog
32,Abyssinian_127.jpg,./data/images/Abyssinian_127.jpg,Abyssinian,.jpg,cat
33,Abyssinian_128.jpg,./data/images/Abyssinian_128.jpg,Abyssinian,.jpg,cat
34,Abyssinian_129.jpg,./data/images/Abyssinian_129.jpg,Abyssinian,.jpg,cat
35,Abyssinian_12.jpg,./data/images/Abyssinian_12.jpg,Abyssinian,.jpg,cat
36,Abyssinian_130.jpg,./data/images/Abyssinian_130.jpg,Abyssinian,.jpg,cat
37,Abyssinian_131.jpg,./data/images/Abyssinian_131.jpg,Abyssinian,.jpg,cat
38,Abyssinian_132.jpg,./data/images/Abyssinian_132.jpg,Abyssinian,.jpg,cat
39,Abyssinian_133.jpg,./data/images/Abyssinian_133.jpg,Abyssinian,.jpg,cat
40,Abyssinian_134.jpg,./data/images/Abyssinian_134.jpg,Abyssinian,.jpg,cat
41,Abyssinian_135.jpg,./data/images/Abyssinian_135.jpg,Abyssinian,.jpg,cat
42,Abyssinian_136.jpg,./data/images/Abyssinian_136.jpg,Abyssinian,.jpg,cat
43,Abyssinian_137.jpg,./data/images/Abyssinian_137.jpg,Abyssinian,.jpg,cat
44,Abyssinian_138.jpg,./data/images/Abyssinian_138.jpg,Abyssinian,.jpg,cat
45,Abyssinian_139.jpg,./data/images/Abyssinian_139.jpg,Abyssinian,.jpg,cat
46,Abyssinian_13.jpg,./data/images/Abyssinian_13.jpg,Abyssinian,.jpg,cat
47,Abyssinian_140.jpg,./data/images/Abyssinian_140.jpg,Abyssinian,.jpg,cat
48,Abyssinian_141.jpg,./data/images/Abyssinian_141.jpg,Abyssinian,.jpg,cat
49,Abyssinian_142.jpg,./data/images/Abyssinian_142.jpg,Abyssinian,.jpg,cat
50,Abyssinian_143.jpg,./data/images/Abyssinian_143.jpg,Abyssinian,.jpg,cat
51,Abyssinian_144.jpg,./data/images/Abyssinian_144.jpg,Abyssinian,.jpg,cat
52,Abyssinian_145.jpg,./data/images/Abyssinian_145.jpg,Abyssinian,.jpg,cat
53,Abyssinian_146.jpg,./data/images/Abyssinian_146.jpg,Abyssinian,.jpg,cat
54,Abyssinian_148.jpg,./data/images/Abyssinian_148.jpg,Abyssinian,.jpg,cat
55,Abyssinian_149.jpg,./data/images/Abyssinian_149.jpg,Abyssinian,.jpg,cat
56,Abyssinian_14.jpg,./data/images/Abyssinian_14.jpg,Abyssinian,.jpg,cat
57,Abyssinian_150.jpg,./data/images/Abyssinian_150.jpg,Abyssinian,.jpg,cat
58,Abyssinian_151.jpg,./data/images/Abyssinian_151.jpg,Abyssinian,.jpg,cat
59,Abyssinian_152.jpg,./data/images/Abyssinian_152.jpg,Abyssinian,.jpg,cat
60,Abyssinian_153.jpg,./data/images/Abyssinian_153.jpg,Abyssinian,.jpg,cat
61,Abyssinian_154.jpg,./data/images/Abyssinian_154.jpg,Abyssinian,.jpg,cat
62,Abyssinian_155.jpg,./data/images/Abyssinian_155.jpg,Abyssinian,.jpg,cat
63,Abyssinian_156.jpg,./data/images/Abyssinian_156.jpg,Abyssinian,.jpg,cat
64,Abyssinian_157.jpg,./data/images/Abyssinian_157.jpg,Abyssinian,.jpg,cat
65,Abyssinian_158.jpg,./data/images/Abyssinian_158.jpg,Abyssinian,.jpg,cat
66,Abyssinian_159.jpg,./data/images/Abyssinian_159.jpg,Abyssinian,.jpg,cat
67,Abyssinian_15.jpg,./data/images/Abyssinian_15.jpg,Abyssinian,.jpg,cat
68,Abyssinian_160.jpg,./data/images/Abyssinian_160.jpg,Abyssinian,.jpg,cat
69,Abyssinian_161.jpg,./data/images/Abyssinian_161.jpg,Abyssinian,.jpg,cat
70,Abyssinian_164.jpg,./data/images/Abyssinian_164.jpg,Abyssinian,.jpg,cat
71,Abyssinian_165.jpg,./data/images/Abyssinian_165.jpg,Abyssinian,.jpg,cat
72,Abyssinian_166.jpg,./data/images/Abyssinian_166.jpg,Abyssinian,.jpg,cat
73,Abyssinian_167.jpg,./data/images/Abyssinian_167.jpg,Abyssinian,.jpg,cat
74,Abyssinian_168.jpg,./data/images/Abyssinian_168.jpg,Abyssinian,.jpg,cat
75,Abyssinian_169.jpg,./data/images/Abyssinian_169.jpg,Abyssinian,.jpg,cat
76,Abyssinian_16.jpg,./data/images/Abyssinian_16.jpg,Abyssinian,.jpg,cat
77,Abyssinian_170.jpg,./data/images/Abyssinian_170.jpg,Abyssinian,.jpg,cat
78,Abyssinian_172.jpg,./data/images/Abyssinian_172.jpg,Abyssinian,.jpg,cat
79,Abyssinian_173.jpg,./data/images/Abyssinian_173.jpg,Abyssinian,.jpg,cat
80,Abyssinian_174.jpg,./data/images/Abyssinian_174.jpg,Abyssinian,.jpg,cat
81,Abyssinian_175.jpg,./data/images/Abyssinian_175.jpg,Abyssinian,.jpg,cat
82,Abyssinian_176.jpg,./data/images/Abyssinian_176.jpg,Abyssinian,.jpg,cat
83,Abyssinian_177.jpg,./data/images/Abyssinian_177.jpg,Abyssinian,.jpg,cat
84,Abyssinian_178.jpg,./data/images/Abyssinian_178.jpg,Abyssinian,.jpg,cat
85,Abyssinian_179.jpg,./data/images/Abyssinian_179.jpg,Abyssinian,.jpg,cat
86,Abyssinian_17.jpg,./data/images/Abyssinian_17.jpg,Abyssinian,.jpg,cat
87,Abyssinian_180.jpg,./data/images/Abyssinian_180.jpg,Abyssinian,.jpg,cat
88,Abyssinian_181.jpg,./data/images/Abyssinian_181.jpg,Abyssinian,.jpg,cat
89,Abyssinian_182.jpg,./data/images/Abyssinian_182.jpg,Abyssinian,.jpg,cat
90,Abyssinian_183.jpg,./data/images/Abyssinian_183.jpg,Abyssinian,.jpg,cat
91,Abyssinian_184.jpg,./data/images/Abyssinian_184.jpg,Abyssinian,.jpg,cat
92,Abyssinian_185.jpg,./data/images/Abyssinian_185.jpg,Abyssinian,.jpg,cat
93,Abyssinian_18.jpg,./data/images/Abyssinian_18.jpg,Abyssinian,.jpg,cat
94,Abyssinian_190.jpg,./data/images/Abyssinian_190.jpg,Abyssinian,.jpg,cat
95,Abyssinian_191.jpg,./data/images/Abyssinian_191.jpg,Abyssinian,.jpg,cat
96,Abyssinian_192.jpg,./data/images/Abyssinian_192.jpg,Abyssinian,.jpg,cat
97,Abyssinian_193.jpg,./data/images/Abyssinian_193.jpg,Abyssinian,.jpg,cat
98,Abyssinian_195.jpg,./data/images/Abyssinian_195.jpg,Abyssinian,.jpg,cat
99,Abyssinian_196.jpg,./data/images/Abyssinian_196.jpg,Abyssinian,.jpg,cat
100,Abyssinian_197.jpg,./data/images/Abyssinian_197.jpg,Abyssinian,.jpg,cat
101,Abyssinian_19.jpg,./data/images/Abyssinian_19.jpg,Abyssinian,.jpg,cat
102,Abyssinian_1.jpg,./data/images/Abyssinian_1.jpg,Abyssinian,.jpg,cat
103,Abyssinian_201.jpg,./data/images/Abyssinian_201.jpg,Abyssinian,.jpg,cat
104,Abyssinian_202.jpg,./data/images/Abyssinian_202.jpg,Abyssinian,.jpg,cat
105,Abyssinian_204.jpg,./data/images/Abyssinian_204.jpg,Abyssinian,.jpg,cat
106,Abyssinian_205.jpg,./data/images/Abyssinian_205.jpg,Abyssinian,.jpg,cat
107,Abyssinian_206.jpg,./data/images/Abyssinian_206.jpg,Abyssinian,.jpg,cat
108,Abyssinian_207.jpg,./data/images/Abyssinian_207.jpg,Abyssinian,.jpg,cat
109,Abyssinian_20.jpg,./data/images/Abyssinian_20.jpg,Abyssinian,.jpg,cat
110,Abyssinian_210.jpg,./data/images/Abyssinian_210.jpg,Abyssinian,.jpg,cat
111,Abyssinian_212.jpg,./data/images/Abyssinian_212.jpg,Abyssinian,.jpg,cat
112,Abyssinian_213.jpg,./data/images/Abyssinian_213.jpg,Abyssinian,.jpg,cat
113,Abyssinian_215.jpg,./data/images/Abyssinian_215.jpg,Abyssinian,.jpg,cat
114,Abyssinian_216.jpg,./data/images/Abyssinian_216.jpg,Abyssinian,.jpg,cat
115,Abyssinian_217.jpg,./data/images/Abyssinian_217.jpg,Abyssinian,.jpg,cat
116,Abyssinian_219.jpg,./data/images/Abyssinian_219.jpg,Abyssinian,.jpg,cat
117,Abyssinian_21.jpg,./data/images/Abyssinian_21.jpg,Abyssinian,.jpg,cat
118,Abyssinian_220.jpg,./data/images/Abyssinian_220.jpg,Abyssinian,.jpg,cat
119,Abyssinian_221.jpg,./data/images/Abyssinian_221.jpg,Abyssinian,.jpg,cat
120,Abyssinian_223.jpg,./data/images/Abyssinian_223.jpg,Abyssinian,.jpg,cat
121,Abyssinian_224.jpg,./data/images/Abyssinian_224.jpg,Abyssinian,.jpg,cat
122,Abyssinian_225.jpg,./data/images/Abyssinian_225.jpg,Abyssinian,.jpg,cat
123,Abyssinian_226.jpg,./data/images/Abyssinian_226.jpg,Abyssinian,.jpg,cat
124,Abyssinian_228.jpg,./data/images/Abyssinian_228.jpg,Abyssinian,.jpg,cat
125,Abyssinian_22.jpg,./data/images/Abyssinian_22.jpg,Abyssinian,.jpg,cat
126,Abyssinian_230.jpg,./data/images/Abyssinian_230.jpg,Abyssinian,.jpg,cat
127,Abyssinian_232.jpg,./data/images/Abyssinian_232.jpg,Abyssinian,.jpg,cat
128,Abyssinian_24.jpg,./data/images/Abyssinian_24.jpg,Abyssinian,.jpg,cat
129,Abyssinian_25.jpg,./data/images/Abyssinian_25.jpg,Abyssinian,.jpg,cat
130,Abyssinian_26.jpg,./data/images/Abyssinian_26.jpg,Abyssinian,.jpg,cat
131,Abyssinian_27.jpg,./data/images/Abyssinian_27.jpg,Abyssinian,.jpg,cat
132,Abyssinian_29.jpg,./data/images/Abyssinian_29.jpg,Abyssinian,.jpg,cat
133,Abyssinian_2.jpg,./data/images/Abyssinian_2.jpg,Abyssinian,.jpg,cat
134,Abyssinian_30.jpg,./data/images/Abyssinian_30.jpg,Abyssinian,.jpg,cat
135,Abyssinian_31.jpg,./data/images/Abyssinian_31.jpg,Abyssinian,.jpg,cat
136,Abyssinian_32.jpg,./data/images/Abyssinian_32.jpg,Abyssinian,.jpg,cat
137,Abyssinian_33.jpg,./data/images/Abyssinian_33.jpg,Abyssinian,.jpg,cat
138,Abyssinian_34.jpg,./data/images/Abyssinian_34.jpg,Abyssinian,.jpg,cat
139,Abyssinian_36.jpg,./data/images/Abyssinian_36.jpg,Abyssinian,.jpg,cat
140,Abyssinian_37.jpg,./data/images/Abyssinian_37.jpg,Abyssinian,.jpg,cat
141,Abyssinian_3.jpg,./data/images/Abyssinian_3.jpg,Abyssinian,.jpg,cat
142,Abyssinian_40.jpg,./data/images/Abyssinian_40.jpg,Abyssinian,.jpg,cat
143,Abyssinian_43.jpg,./data/images/Abyssinian_43.jpg,Abyssinian,.jpg,cat
144,Abyssinian_44.jpg,./data/images/Abyssinian_44.jpg,Abyssinian,.jpg,cat
145,Abyssinian_45.jpg,./data/images/Abyssinian_45.jpg,Abyssinian,.jpg,cat
146,Abyssinian_46.jpg,./data/images/Abyssinian_46.jpg,Abyssinian,.jpg,cat
147,Abyssinian_47.jpg,./data/images/Abyssinian_47.jpg,Abyssinian,.jpg,cat
148,Abyssinian_48.jpg,./data/images/Abyssinian_48.jpg,Abyssinian,.jpg,cat
149,Abyssinian_49.jpg,./data/images/Abyssinian_49.jpg,Abyssinian,.jpg,cat
150,Abyssinian_4.jpg,./data/images/Abyssinian_4.jpg,Abyssinian,.jpg,cat
151,Abyssinian_50.jpg,./data/images/Abyssinian_50.jpg,Abyssinian,.jpg,cat
152,Abyssinian_51.jpg,./data/images/Abyssinian_51.jpg,Abyssinian,.jpg,cat
153,Abyssinian_52.jpg,./data/images/Abyssinian_52.jpg,Abyssinian,.jpg,cat
154,Abyssinian_54.jpg,./data/images/Abyssinian_54.jpg,Abyssinian,.jpg,cat
155,Abyssinian_55.jpg,./data/images/Abyssinian_55.jpg,Abyssinian,.jpg,cat
156,Abyssinian_56.jpg,./data/images/Abyssinian_56.jpg,Abyssinian,.jpg,cat
157,Abyssinian_57.jpg,./data/images/Abyssinian_57.jpg,Abyssinian,.jpg,cat
158,Abyssinian_58.jpg,./data/images/Abyssinian_58.jpg,Abyssinian,.jpg,cat
159,Abyssinian_5.jpg,./data/images/Abyssinian_5.jpg,Abyssinian,.jpg,cat
160,Abyssinian_60.jpg,./data/images/Abyssinian_60.jpg,Abyssinian,.jpg,cat
161,Abyssinian_61.jpg,./data/images/Abyssinian_61.jpg,Abyssinian,.jpg,cat
162,Abyssinian_62.jpg,./data/images/Abyssinian_62.jpg,Abyssinian,.jpg,cat
163,Abyssinian_63.jpg,./data/images/Abyssinian_63.jpg,Abyssinian,.jpg,cat
164,Abyssinian_65.jpg,./data/images/Abyssinian_65.jpg,Abyssinian,.jpg,cat
165,Abyssinian_66.jpg,./data/images/Abyssinian_66.jpg,Abyssinian,.jpg,cat
166,Abyssinian_67.jpg,./data/images/Abyssinian_67.jpg,Abyssinian,.jpg,cat
167,Abyssinian_68.jpg,./data/images/Abyssinian_68.jpg,Abyssinian,.jpg,cat
168,Abyssinian_69.jpg,./data/images/Abyssinian_69.jpg,Abyssinian,.jpg,cat
169,Abyssinian_6.jpg,./data/images/Abyssinian_6.jpg,Abyssinian,.jpg,cat
170,Abyssinian_70.jpg,./data/images/Abyssinian_70.jpg,Abyssinian,.jpg,cat
171,Abyssinian_71.jpg,./data/images/Abyssinian_71.jpg,Abyssinian,.jpg,cat
172,Abyssinian_72.jpg,./data/images/Abyssinian_72.jpg,Abyssinian,.jpg,cat
173,Abyssinian_73.jpg,./data/images/Abyssinian_73.jpg,Abyssinian,.jpg,cat
174,Abyssinian_74.jpg,./data/images/Abyssinian_74.jpg,Abyssinian,.jpg,cat
175,Abyssinian_75.jpg,./data/images/Abyssinian_75.jpg,Abyssinian,.jpg,cat
176,Abyssinian_76.jpg,./data/images/Abyssinian_76.jpg,Abyssinian,.jpg,cat
177,Abyssinian_77.jpg,./data/images/Abyssinian_77.jpg,Abyssinian,.jpg,cat
178,Abyssinian_78.jpg,./data/images/Abyssinian_78.jpg,Abyssinian,.jpg,cat
179,Abyssinian_79.jpg,./data/images/Abyssinian_79.jpg,Abyssinian,.jpg,cat
180,Abyssinian_7.jpg,./data/images/Abyssinian_7.jpg,Abyssinian,.jpg,cat
181,Abyssinian_80.jpg,./data/images/Abyssinian_80.jpg,Abyssinian,.jpg,cat
182,Abyssinian_81.jpg,./data/images/Abyssinian_81.jpg,Abyssinian,.jpg,cat
183,Abyssinian_82.jpg,./data/images/Abyssinian_82.jpg,Abyssinian,.jpg,cat
184,Abyssinian_83.jpg,./data/images/Abyssinian_83.jpg,Abyssinian,.jpg,cat
185,Abyssinian_84.jpg,./data/images/Abyssinian_84.jpg,Abyssinian,.jpg,cat
186,Abyssinian_85.jpg,./data/images/Abyssinian_85.jpg,Abyssinian,.jpg,cat
187,Abyssinian_86.jpg,./data/images/Abyssinian_86.jpg,Abyssinian,.jpg,cat
188,Abyssinian_87.jpg,./data/images/Abyssinian_87.jpg,Abyssinian,.jpg,cat
189,Abyssinian_88.jpg,./data/images/Abyssinian_88.jpg,Abyssinian,.jpg,cat
190,Abyssinian_89.jpg,./data/images/Abyssinian_89.jpg,Abyssinian,.jpg,cat
191,Abyssinian_8.jpg,./data/images/Abyssinian_8.jpg,Abyssinian,.jpg,cat
192,Abyssinian_90.jpg,./data/images/Abyssinian_90.jpg,Abyssinian,.jpg,cat
193,Abyssinian_91.jpg,./data/images/Abyssinian_91.jpg,Abyssinian,.jpg,cat
194,Abyssinian_92.jpg,./data/images/Abyssinian_92.jpg,Abyssinian,.jpg,cat
195,Abyssinian_93.jpg,./data/images/Abyssinian_93.jpg,Abyssinian,.jpg,cat
196,Abyssinian_94.jpg,./data/images/Abyssinian_94.jpg,Abyssinian,.jpg,cat
197,Abyssinian_95.jpg,./data/images/Abyssinian_95.jpg,Abyssinian,.jpg,cat
198,Abyssinian_96.jpg,./data/images/Abyssinian_96.jpg,Abyssinian,.jpg,cat
199,Abyssinian_97.jpg,./data/images/Abyssinian_97.jpg,Abyssinian,.jpg,cat
200,Abyssinian_98.jpg,./data/images/Abyssinian_98.jpg,Abyssinian,.jpg,cat
201,Abyssinian_99.jpg,./data/images/Abyssinian_99.jpg,Abyssinian,.jpg,cat
202,Abyssinian_9.jpg,./data/images/Abyssinian_9.jpg,Abyssinian,.jpg,cat
203,american_bulldog_100.jpg,./data/images/american_bulldog_100.jpg,american_bulldog,.jpg,dog
204,american_bulldog_101.jpg,./data/images/american_bulldog_101.jpg,american_bulldog,.jpg,dog
205,american_bulldog_102.jpg,./data/images/american_bulldog_102.jpg,american_bulldog,.jpg,dog
206,american_bulldog_103.jpg,./data/images/american_bulldog_103.jpg,american_bulldog,.jpg,dog
207,american_bulldog_104.jpg,./data/images/american_bulldog_104.jpg,american_bulldog,.jpg,dog
208,american_bulldog_105.jpg,./data/images/american_bulldog_105.jpg,american_bulldog,.jpg,dog
209,american_bulldog_106.jpg,./data/images/american_bulldog_106.jpg,american_bulldog,.jpg,dog
210,american_bulldog_107.jpg,./data/images/american_bulldog_107.jpg,american_bulldog,.jpg,dog
211,american_bulldog_108.jpg,./data/images/american_bulldog_108.jpg,american_bulldog,.jpg,dog
212,american_bulldog_109.jpg,./data/images/american_bulldog_109.jpg,american_bulldog,.jpg,dog
213,american_bulldog_10.jpg,./data/images/american_bulldog_10.jpg,american_bulldog,.jpg,dog
214,american_bulldog_110.jpg,./data/images/american_bulldog_110.jpg,american_bulldog,.jpg,dog
215,american_bulldog_111.jpg,./data/images/american_bulldog_111.jpg,american_bulldog,.jpg,dog
216,american_bulldog_112.jpg,./data/images/american_bulldog_112.jpg,american_bulldog,.jpg,dog
217,american_bulldog_113.jpg,./data/images/american_bulldog_113.jpg,american_bulldog,.jpg,dog
218,american_bulldog_114.jpg,./data/images/american_bulldog_114.jpg,american_bulldog,.jpg,dog
219,american_bulldog_115.jpg,./data/images/american_bulldog_115.jpg,american_bulldog,.jpg,dog
220,american_bulldog_116.jpg,./data/images/american_bulldog_116.jpg,american_bulldog,.jpg,dog
221,american_bulldog_117.jpg,./data/images/american_bulldog_117.jpg,american_bulldog,.jpg,dog
222,american_bulldog_118.jpg,./data/images/american_bulldog_118.jpg,american_bulldog,.jpg,dog
223,american_bulldog_119.jpg,./data/images/american_bulldog_119.jpg,american_bulldog,.jpg,dog
224,american_bulldog_11.jpg,./data/images/american_bulldog_11.jpg,american_bulldog,.jpg,dog
225,american_bulldog_120.jpg,./data/images/american_bulldog_120.jpg,american_bulldog,.jpg,dog
226,american_bulldog_121.jpg,./data/images/american_bulldog_121.jpg,american_bulldog,.jpg,dog
227,american_bulldog_122.jpg,./data/images/american_bulldog_122.jpg,american_bulldog,.jpg,dog
228,american_bulldog_123.jpg,./data/images/american_bulldog_123.jpg,american_bulldog,.jpg,dog
229,american_bulldog_124.jpg,./data/images/american_bulldog_124.jpg,american_bulldog,.jpg,dog
230,american_bulldog_125.jpg,./data/images/american_bulldog_125.jpg,american_bulldog,.jpg,dog
231,american_bulldog_126.jpg,./data/images/american_bulldog_126.jpg,american_bulldog,.jpg,dog
232,american_bulldog_127.jpg,./data/images/american_bulldog_127.jpg,american_bulldog,.jpg,dog
233,american_bulldog_128.jpg,./data/images/american_bulldog_128.jpg,american_bulldog,.jpg,dog
234,american_bulldog_129.jpg,./data/images/american_bulldog_129.jpg,american_bulldog,.jpg,dog
235,american_bulldog_12.jpg,./data/images/american_bulldog_12.jpg,american_bulldog,.jpg,dog
236,american_bulldog_130.jpg,./data/images/american_bulldog_130.jpg,american_bulldog,.jpg,dog
237,american_bulldog_131.jpg,./data/images/american_bulldog_131.jpg,american_bulldog,.jpg,dog
238,american_bulldog_132.jpg,./data/images/american_bulldog_132.jpg,american_bulldog,.jpg,dog
239,american_bulldog_133.jpg,./data/images/american_bulldog_133.jpg,american_bulldog,.jpg,dog
240,american_bulldog_134.jpg,./data/images/american_bulldog_134.jpg,american_bulldog,.jpg,dog
241,american_bulldog_135.jpg,./data/images/american_bulldog_135.jpg,american_bulldog,.jpg,dog
242,american_bulldog_136.jpg,./data/images/american_bulldog_136.jpg,american_bulldog,.jpg,dog
243,american_bulldog_137.jpg,./data/images/american_bulldog_137.jpg,american_bulldog,.jpg,dog
244,american_bulldog_138.jpg,./data/images/american_bulldog_138.jpg,american_bulldog,.jpg,dog
245,american_bulldog_139.jpg,./data/images/american_bulldog_139.jpg,american_bulldog,.jpg,dog
246,american_bulldog_13.jpg,./data/images/american_bulldog_13.jpg,american_bulldog,.jpg,dog
247,american_bulldog_140.jpg,./data/images/american_bulldog_140.jpg,american_bulldog,.jpg,dog
248,american_bulldog_141.jpg,./data/images/american_bulldog_141.jpg,american_bulldog,.jpg,dog
249,american_bulldog_142.jpg,./data/images/american_bulldog_142.jpg,american_bulldog,.jpg,dog
250,american_bulldog_143.jpg,./data/images/american_bulldog_143.jpg,american_bulldog,.jpg,dog
251,american_bulldog_144.jpg,./data/images/american_bulldog_144.jpg,american_bulldog,.jpg,dog
252,american_bulldog_146.jpg,./data/images/american_bulldog_146.jpg,american_bulldog,.jpg,dog
253,american_bulldog_147.jpg,./data/images/american_bulldog_147.jpg,american_bulldog,.jpg,dog
254,american_bulldog_148.jpg,./data/images/american_bulldog_148.jpg,american_bulldog,.jpg,dog
255,american_bulldog_149.jpg,./data/images/american_bulldog_149.jpg,american_bulldog,.jpg,dog
256,american_bulldog_14.jpg,./data/images/american_bulldog_14.jpg,american_bulldog,.jpg,dog
257,american_bulldog_150.jpg,./data/images/american_bulldog_150.jpg,american_bulldog,.jpg,dog
258,american_bulldog_151.jpg,./data/images/american_bulldog_151.jpg,american_bulldog,.jpg,dog
259,american_bulldog_152.jpg,./data/images/american_bulldog_152.jpg,american_bulldog,.jpg,dog
260,american_bulldog_153.jpg,./data/images/american_bulldog_153.jpg,american_bulldog,.jpg,dog
261,american_bulldog_158.jpg,./data/images/american_bulldog_158.jpg,american_bulldog,.jpg,dog
262,american_bulldog_15.jpg,./data/images/american_bulldog_15.jpg,american_bulldog,.jpg,dog
263,american_bulldog_161.jpg,./data/images/american_bulldog_161.jpg,american_bulldog,.jpg,dog
264,american_bulldog_164.jpg,./data/images/american_bulldog_164.jpg,american_bulldog,.jpg,dog
265,american_bulldog_166.jpg,./data/images/american_bulldog_166.jpg,american_bulldog,.jpg,dog
266,american_bulldog_167.jpg,./data/images/american_bulldog_167.jpg,american_bulldog,.jpg,dog
267,american_bulldog_168.jpg,./data/images/american_bulldog_168.jpg,american_bulldog,.jpg,dog
268,american_bulldog_169.jpg,./data/images/american_bulldog_169.jpg,american_bulldog,.jpg,dog
269,american_bulldog_16.jpg,./data/images/american_bulldog_16.jpg,american_bulldog,.jpg,dog
270,american_bulldog_171.jpg,./data/images/american_bulldog_171.jpg,american_bulldog,.jpg,dog
271,american_bulldog_172.jpg,./data/images/american_bulldog_172.jpg,american_bulldog,.jpg,dog
272,american_bulldog_173.jpg,./data/images/american_bulldog_173.jpg,american_bulldog,.jpg,dog
273,american_bulldog_174.jpg,./data/images/american_bulldog_174.jpg,american_bulldog,.jpg,dog
274,american_bulldog_175.jpg,./data/images/american_bulldog_175.jpg,american_bulldog,.jpg,dog
275,american_bulldog_176.jpg,./data/images/american_bulldog_176.jpg,american_bulldog,.jpg,dog
276,american_bulldog_177.jpg,./data/images/american_bulldog_177.jpg,american_bulldog,.jpg,dog
277,american_bulldog_178.jpg,./data/images/american_bulldog_178.jpg,american_bulldog,.jpg,dog
278,american_bulldog_179.jpg,./data/images/american_bulldog_179.jpg,american_bulldog,.jpg,dog
279,american_bulldog_180.jpg,./data/images/american_bulldog_180.jpg,american_bulldog,.jpg,dog
280,american_bulldog_181.jpg,./data/images/american_bulldog_181.jpg,american_bulldog,.jpg,dog
281,american_bulldog_182.jpg,./data/images/american_bulldog_182.jpg,american_bulldog,.jpg,dog
282,american_bulldog_183.jpg,./data/images/american_bulldog_183.jpg,american_bulldog,.jpg,dog
283,american_bulldog_184.jpg,./data/images/american_bulldog_184.jpg,american_bulldog,.jpg,dog
284,american_bulldog_185.jpg,./data/images/american_bulldog_185.jpg,american_bulldog,.jpg,dog
285,american_bulldog_186.jpg,./data/images/american_bulldog_186.jpg,american_bulldog,.jpg,dog
286,american_bulldog_187.jpg,./data/images/american_bulldog_187.jpg,american_bulldog,.jpg,dog
287,american_bulldog_188.jpg,./data/images/american_bulldog_188.jpg,american_bulldog,.jpg,dog
288,american_bulldog_189.jpg,./data/images/american_bulldog_189.jpg,american_bulldog,.jpg,dog
289,american_bulldog_18.jpg,./data/images/american_bulldog_18.jpg,american_bulldog,.jpg,dog
290,american_bulldog_190.jpg,./data/images/american_bulldog_190.jpg,american_bulldog,.jpg,dog
291,american_bulldog_191.jpg,./data/images/american_bulldog_191.jpg,american_bulldog,.jpg,dog
292,american_bulldog_192.jpg,./data/images/american_bulldog_192.jpg,american_bulldog,.jpg,dog
